chord_name,chord_symbol,chord_type,root_note,chord_tones,chord_intervals,inversion_type,bass_note,chord_quality,tension_extensions,alterations,common_progressions,chord_scale_relationship,harmonic_series_ratios
F add9,Fadd9,add9,Tone_F,"Tone_F, Tone_A, Tone_C, Tone_G","0,4,7,14",3,G,added-tone,14,none,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
F sus2,Fsus2,sus2,Tone_F,"Tone_F, Tone_G, Tone_C","0,2,7",root,F,suspended,none,2,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
F sus2,Fsus2,sus2,Tone_F,"Tone_F, Tone_G, Tone_C","0,2,7",1,G,suspended,none,2,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
F sus2,Fsus2,sus2,Tone_F,"Tone_F, Tone_G, Tone_C","0,2,7",2,C,suspended,none,2,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
F sus4,Fsus4,sus4,Tone_F,"Tone_F, Tone_A#, Tone_C","0,5,7",root,F,suspended,none,5,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
F sus4,Fsus4,sus4,Tone_F,"Tone_F, Tone_A#, Tone_C","0,5,7",1,A#,suspended,none,5,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
F sus4,Fsus4,sus4,Tone_F,"Tone_F, Tone_A#, Tone_C","0,5,7",2,C,suspended,none,5,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
F# major,F#M,major,Tone_F#,"Tone_F#, Tone_A#, Tone_C#","0,4,7",root,F#,major,none,none,"I-vi-IV-V, vi-IV-I-V",major_scale,1:5/4:3/2
F# major,F#M,major,Tone_F#,"Tone_F#, Tone_A#, Tone_C#","0,4,7",1,A#,major,none,none,"I-vi-IV-V, vi-IV-I-V",major_scale,1:5/4:3/2
F# major,F#M,major,Tone_F#,"Tone_F#, Tone_A#, Tone_C#","0,4,7",2,C#,major,none,none,"I-vi-IV-V, vi-IV-I-V",major_scale,1:5/4:3/2
F# minor,F#m,minor,Tone_F#,"Tone_F#, Tone_A, Tone_C#","0,3,7",root,F#,minor,none,3,"I-vi-IV-V, vi-IV-I-V",natural_minor_scale,1:6/5:3/2
F# minor,F#m,minor,Tone_F#,"Tone_F#, Tone_A, Tone_C#","0,3,7",1,A,minor,none,3,"I-vi-IV-V, vi-IV-I-V",natural_minor_scale,1:6/5:3/2
F# minor,F#m,minor,Tone_F#,"Tone_F#, Tone_A, Tone_C#","0,3,7",2,C#,minor,none,3,"I-vi-IV-V, vi-IV-I-V",natural_minor_scale,1:6/5:3/2
F# diminished,F#dim,diminished,Tone_F#,"Tone_F#, Tone_A, Tone_C","0,3,6",root,F#,diminished,none,"3,6","I-ii-V-I, I-IV-V-I",chromatic_or_modal,
F# diminished,F#dim,diminished,Tone_F#,"Tone_F#, Tone_A, Tone_C","0,3,6",1,A,diminished,none,"3,6","I-ii-V-I, I-IV-V-I",chromatic_or_modal,
F# diminished,F#dim,diminished,Tone_F#,"Tone_F#, Tone_A, Tone_C","0,3,6",2,C,diminished,none,"3,6","I-ii-V-I, I-IV-V-I",chromatic_or_modal,
F# augmented,F#aug,augmented,Tone_F#,"Tone_F#, Tone_A#, Tone_D","0,4,8",root,F#,augmented,none,8,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
F# augmented,F#aug,augmented,Tone_F#,"Tone_F#, Tone_A#, Tone_D","0,4,8",1,A#,augmented,none,8,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
F# augmented,F#aug,augmented,Tone_F#,"Tone_F#, Tone_A#, Tone_D","0,4,8",2,D,augmented,none,8,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
F# major_seventh,F#M7,major_seventh,Tone_F#,"Tone_F#, Tone_A#, Tone_C#, Tone_F","0,4,7,11",root,F#,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
F# major_seventh,F#M7,major_seventh,Tone_F#,"Tone_F#, Tone_A#, Tone_C#, Tone_F","0,4,7,11",1,A#,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
F# major_seventh,F#M7,major_seventh,Tone_F#,"Tone_F#, Tone_A#, Tone_C#, Tone_F","0,4,7,11",2,C#,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
F# major_seventh,F#M7,major_seventh,Tone_F#,"Tone_F#, Tone_A#, Tone_C#, Tone_F","0,4,7,11",3,F,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
F# minor_seventh,F#m7,minor_seventh,Tone_F#,"Tone_F#, Tone_A, Tone_C#, Tone_E","0,3,7,10",root,F#,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
F# minor_seventh,F#m7,minor_seventh,Tone_F#,"Tone_F#, Tone_A, Tone_C#, Tone_E","0,3,7,10",1,A,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
F# minor_seventh,F#m7,minor_seventh,Tone_F#,"Tone_F#, Tone_A, Tone_C#, Tone_E","0,3,7,10",2,C#,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
F# minor_seventh,F#m7,minor_seventh,Tone_F#,"Tone_F#, Tone_A, Tone_C#, Tone_E","0,3,7,10",3,E,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
F# dominant_seventh,F#7,dominant_seventh,Tone_F#,"Tone_F#, Tone_A#, Tone_C#, Tone_E","0,4,7,10",root,F#,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
F# dominant_seventh,F#7,dominant_seventh,Tone_F#,"Tone_F#, Tone_A#, Tone_C#, Tone_E","0,4,7,10",1,A#,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
F# dominant_seventh,F#7,dominant_seventh,Tone_F#,"Tone_F#, Tone_A#, Tone_C#, Tone_E","0,4,7,10",2,C#,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
F# dominant_seventh,F#7,dominant_seventh,Tone_F#,"Tone_F#, Tone_A#, Tone_C#, Tone_E","0,4,7,10",3,E,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
F# diminished_seventh,F#dim7,diminished_seventh,Tone_F#,"Tone_F#, Tone_A, Tone_C, Tone_D#","0,3,6,9",root,F#,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
F# diminished_seventh,F#dim7,diminished_seventh,Tone_F#,"Tone_F#, Tone_A, Tone_C, Tone_D#","0,3,6,9",1,A,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
F# diminished_seventh,F#dim7,diminished_seventh,Tone_F#,"Tone_F#, Tone_A, Tone_C, Tone_D#","0,3,6,9",2,C,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
F# diminished_seventh,F#dim7,diminished_seventh,Tone_F#,"Tone_F#, Tone_A, Tone_C, Tone_D#","0,3,6,9",3,D#,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
F# half_diminished,F#m7b5,half_diminished,Tone_F#,"Tone_F#, Tone_A, Tone_C, Tone_E","0,3,6,10",root,F#,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
F# half_diminished,F#m7b5,half_diminished,Tone_F#,"Tone_F#, Tone_A, Tone_C, Tone_E","0,3,6,10",1,A,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
F# half_diminished,F#m7b5,half_diminished,Tone_F#,"Tone_F#, Tone_A, Tone_C, Tone_E","0,3,6,10",2,C,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
F# half_diminished,F#m7b5,half_diminished,Tone_F#,"Tone_F#, Tone_A, Tone_C, Tone_E","0,3,6,10",3,E,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
F# minor_major_seventh,F#mM7,minor_major_seventh,Tone_F#,"Tone_F#, Tone_A, Tone_C#, Tone_F","0,3,7,11",root,F#,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
F# minor_major_seventh,F#mM7,minor_major_seventh,Tone_F#,"Tone_F#, Tone_A, Tone_C#, Tone_F","0,3,7,11",1,A,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
F# minor_major_seventh,F#mM7,minor_major_seventh,Tone_F#,"Tone_F#, Tone_A, Tone_C#, Tone_F","0,3,7,11",2,C#,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
F# minor_major_seventh,F#mM7,minor_major_seventh,Tone_F#,"Tone_F#, Tone_A, Tone_C#, Tone_F","0,3,7,11",3,F,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
F# ninth,F#9,ninth,Tone_F#,"Tone_F#, Tone_A#, Tone_C#, Tone_E, Tone_G#","0,4,7,10,14",root,F#,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
F# ninth,F#9,ninth,Tone_F#,"Tone_F#, Tone_A#, Tone_C#, Tone_E, Tone_G#","0,4,7,10,14",1,A#,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
F# ninth,F#9,ninth,Tone_F#,"Tone_F#, Tone_A#, Tone_C#, Tone_E, Tone_G#","0,4,7,10,14",2,C#,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
F# ninth,F#9,ninth,Tone_F#,"Tone_F#, Tone_A#, Tone_C#, Tone_E, Tone_G#","0,4,7,10,14",3,E,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
F# ninth,F#9,ninth,Tone_F#,"Tone_F#, Tone_A#, Tone_C#, Tone_E, Tone_G#","0,4,7,10,14",4,G#,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
F# eleventh,F#11,eleventh,Tone_F#,"Tone_F#, Tone_A#, Tone_C#, Tone_E, Tone_G#, Tone_B","0,4,7,10,14,17",root,F#,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
F# eleventh,F#11,eleventh,Tone_F#,"Tone_F#, Tone_A#, Tone_C#, Tone_E, Tone_G#, Tone_B","0,4,7,10,14,17",1,A#,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
F# eleventh,F#11,eleventh,Tone_F#,"Tone_F#, Tone_A#, Tone_C#, Tone_E, Tone_G#, Tone_B","0,4,7,10,14,17",2,C#,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
F# eleventh,F#11,eleventh,Tone_F#,"Tone_F#, Tone_A#, Tone_C#, Tone_E, Tone_G#, Tone_B","0,4,7,10,14,17",3,E,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
F# eleventh,F#11,eleventh,Tone_F#,"Tone_F#, Tone_A#, Tone_C#, Tone_E, Tone_G#, Tone_B","0,4,7,10,14,17",4,G#,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
F# eleventh,F#11,eleventh,Tone_F#,"Tone_F#, Tone_A#, Tone_C#, Tone_E, Tone_G#, Tone_B","0,4,7,10,14,17",5,B,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
F# thirteenth,F#13,thirteenth,Tone_F#,"Tone_F#, Tone_A#, Tone_C#, Tone_E, Tone_G#, Tone_B, Tone_D#","0,4,7,10,14,17,21",root,F#,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
F# thirteenth,F#13,thirteenth,Tone_F#,"Tone_F#, Tone_A#, Tone_C#, Tone_E, Tone_G#, Tone_B, Tone_D#","0,4,7,10,14,17,21",1,A#,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
F# thirteenth,F#13,thirteenth,Tone_F#,"Tone_F#, Tone_A#, Tone_C#, Tone_E, Tone_G#, Tone_B, Tone_D#","0,4,7,10,14,17,21",2,C#,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
F# thirteenth,F#13,thirteenth,Tone_F#,"Tone_F#, Tone_A#, Tone_C#, Tone_E, Tone_G#, Tone_B, Tone_D#","0,4,7,10,14,17,21",3,E,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
F# thirteenth,F#13,thirteenth,Tone_F#,"Tone_F#, Tone_A#, Tone_C#, Tone_E, Tone_G#, Tone_B, Tone_D#","0,4,7,10,14,17,21",4,G#,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
F# thirteenth,F#13,thirteenth,Tone_F#,"Tone_F#, Tone_A#, Tone_C#, Tone_E, Tone_G#, Tone_B, Tone_D#","0,4,7,10,14,17,21",5,B,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
F# thirteenth,F#13,thirteenth,Tone_F#,"Tone_F#, Tone_A#, Tone_C#, Tone_E, Tone_G#, Tone_B, Tone_D#","0,4,7,10,14,17,21",6,D#,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
F# add9,F#add9,add9,Tone_F#,"Tone_F#, Tone_A#, Tone_C#, Tone_G#","0,4,7,14",root,F#,added-tone,14,none,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
F# add9,F#add9,add9,Tone_F#,"Tone_F#, Tone_A#, Tone_C#, Tone_G#","0,4,7,14",1,A#,added-tone,14,none,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
F# add9,F#add9,add9,Tone_F#,"Tone_F#, Tone_A#, Tone_C#, Tone_G#","0,4,7,14",2,C#,added-tone,14,none,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
F# add9,F#add9,add9,Tone_F#,"Tone_F#, Tone_A#, Tone_C#, Tone_G#","0,4,7,14",3,G#,added-tone,14,none,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
F# sus2,F#sus2,sus2,Tone_F#,"Tone_F#, Tone_G#, Tone_C#","0,2,7",root,F#,suspended,none,2,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
F# sus2,F#sus2,sus2,Tone_F#,"Tone_F#, Tone_G#, Tone_C#","0,2,7",1,G#,suspended,none,2,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
F# sus2,F#sus2,sus2,Tone_F#,"Tone_F#, Tone_G#, Tone_C#","0,2,7",2,C#,suspended,none,2,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
F# sus4,F#sus4,sus4,Tone_F#,"Tone_F#, Tone_B, Tone_C#","0,5,7",root,F#,suspended,none,5,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
F# sus4,F#sus4,sus4,Tone_F#,"Tone_F#, Tone_B, Tone_C#","0,5,7",1,B,suspended,none,5,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
F# sus4,F#sus4,sus4,Tone_F#,"Tone_F#, Tone_B, Tone_C#","0,5,7",2,C#,suspended,none,5,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
G major,GM,major,Tone_G,"Tone_G, Tone_B, Tone_D","0,4,7",root,G,major,none,none,"I-vi-IV-V, vi-IV-I-V",major_scale,1:5/4:3/2
G major,GM,major,Tone_G,"Tone_G, Tone_B, Tone_D","0,4,7",1,B,major,none,none,"I-vi-IV-V, vi-IV-I-V",major_scale,1:5/4:3/2
G major,GM,major,Tone_G,"Tone_G, Tone_B, Tone_D","0,4,7",2,D,major,none,none,"I-vi-IV-V, vi-IV-I-V",major_scale,1:5/4:3/2
G minor,Gm,minor,Tone_G,"Tone_G, Tone_A#, Tone_D","0,3,7",root,G,minor,none,3,"I-vi-IV-V, vi-IV-I-V",natural_minor_scale,1:6/5:3/2
G minor,Gm,minor,Tone_G,"Tone_G, Tone_A#, Tone_D","0,3,7",1,A#,minor,none,3,"I-vi-IV-V, vi-IV-I-V",natural_minor_scale,1:6/5:3/2
G minor,Gm,minor,Tone_G,"Tone_G, Tone_A#, Tone_D","0,3,7",2,D,minor,none,3,"I-vi-IV-V, vi-IV-I-V",natural_minor_scale,1:6/5:3/2
G diminished,Gdim,diminished,Tone_G,"Tone_G, Tone_A#, Tone_C#","0,3,6",root,G,diminished,none,"3,6","I-ii-V-I, I-IV-V-I",chromatic_or_modal,
G diminished,Gdim,diminished,Tone_G,"Tone_G, Tone_A#, Tone_C#","0,3,6",1,A#,diminished,none,"3,6","I-ii-V-I, I-IV-V-I",chromatic_or_modal,
G diminished,Gdim,diminished,Tone_G,"Tone_G, Tone_A#, Tone_C#","0,3,6",2,C#,diminished,none,"3,6","I-ii-V-I, I-IV-V-I",chromatic_or_modal,
G augmented,Gaug,augmented,Tone_G,"Tone_G, Tone_B, Tone_D#","0,4,8",root,G,augmented,none,8,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
G augmented,Gaug,augmented,Tone_G,"Tone_G, Tone_B, Tone_D#","0,4,8",1,B,augmented,none,8,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
G augmented,Gaug,augmented,Tone_G,"Tone_G, Tone_B, Tone_D#","0,4,8",2,D#,augmented,none,8,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
G major_seventh,GM7,major_seventh,Tone_G,"Tone_G, Tone_B, Tone_D, Tone_F#","0,4,7,11",root,G,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
G major_seventh,GM7,major_seventh,Tone_G,"Tone_G, Tone_B, Tone_D, Tone_F#","0,4,7,11",1,B,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
G major_seventh,GM7,major_seventh,Tone_G,"Tone_G, Tone_B, Tone_D, Tone_F#","0,4,7,11",2,D,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
G major_seventh,GM7,major_seventh,Tone_G,"Tone_G, Tone_B, Tone_D, Tone_F#","0,4,7,11",3,F#,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
G minor_seventh,Gm7,minor_seventh,Tone_G,"Tone_G, Tone_A#, Tone_D, Tone_F","0,3,7,10",root,G,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
G minor_seventh,Gm7,minor_seventh,Tone_G,"Tone_G, Tone_A#, Tone_D, Tone_F","0,3,7,10",1,A#,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
G minor_seventh,Gm7,minor_seventh,Tone_G,"Tone_G, Tone_A#, Tone_D, Tone_F","0,3,7,10",2,D,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
G minor_seventh,Gm7,minor_seventh,Tone_G,"Tone_G, Tone_A#, Tone_D, Tone_F","0,3,7,10",3,F,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
G dominant_seventh,G7,dominant_seventh,Tone_G,"Tone_G, Tone_B, Tone_D, Tone_F","0,4,7,10",root,G,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
G dominant_seventh,G7,dominant_seventh,Tone_G,"Tone_G, Tone_B, Tone_D, Tone_F","0,4,7,10",1,B,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
G dominant_seventh,G7,dominant_seventh,Tone_G,"Tone_G, Tone_B, Tone_D, Tone_F","0,4,7,10",2,D,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
G dominant_seventh,G7,dominant_seventh,Tone_G,"Tone_G, Tone_B, Tone_D, Tone_F","0,4,7,10",3,F,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
G diminished_seventh,Gdim7,diminished_seventh,Tone_G,"Tone_G, Tone_A#, Tone_C#, Tone_E","0,3,6,9",root,G,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
G diminished_seventh,Gdim7,diminished_seventh,Tone_G,"Tone_G, Tone_A#, Tone_C#, Tone_E","0,3,6,9",1,A#,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
G diminished_seventh,Gdim7,diminished_seventh,Tone_G,"Tone_G, Tone_A#, Tone_C#, Tone_E","0,3,6,9",2,C#,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
G diminished_seventh,Gdim7,diminished_seventh,Tone_G,"Tone_G, Tone_A#, Tone_C#, Tone_E","0,3,6,9",3,E,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
G half_diminished,Gm7b5,half_diminished,Tone_G,"Tone_G, Tone_A#, Tone_C#, Tone_F","0,3,6,10",root,G,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
G half_diminished,Gm7b5,half_diminished,Tone_G,"Tone_G, Tone_A#, Tone_C#, Tone_F","0,3,6,10",1,A#,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
G half_diminished,Gm7b5,half_diminished,Tone_G,"Tone_G, Tone_A#, Tone_C#, Tone_F","0,3,6,10",2,C#,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
G half_diminished,Gm7b5,half_diminished,Tone_G,"Tone_G, Tone_A#, Tone_C#, Tone_F","0,3,6,10",3,F,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
G minor_major_seventh,GmM7,minor_major_seventh,Tone_G,"Tone_G, Tone_A#, Tone_D, Tone_F#","0,3,7,11",root,G,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
G minor_major_seventh,GmM7,minor_major_seventh,Tone_G,"Tone_G, Tone_A#, Tone_D, Tone_F#","0,3,7,11",1,A#,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
G minor_major_seventh,GmM7,minor_major_seventh,Tone_G,"Tone_G, Tone_A#, Tone_D, Tone_F#","0,3,7,11",2,D,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
G minor_major_seventh,GmM7,minor_major_seventh,Tone_G,"Tone_G, Tone_A#, Tone_D, Tone_F#","0,3,7,11",3,F#,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
G ninth,G9,ninth,Tone_G,"Tone_G, Tone_B, Tone_D, Tone_F, Tone_A","0,4,7,10,14",root,G,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
G ninth,G9,ninth,Tone_G,"Tone_G, Tone_B, Tone_D, Tone_F, Tone_A","0,4,7,10,14",1,B,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
G ninth,G9,ninth,Tone_G,"Tone_G, Tone_B, Tone_D, Tone_F, Tone_A","0,4,7,10,14",2,D,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
G ninth,G9,ninth,Tone_G,"Tone_G, Tone_B, Tone_D, Tone_F, Tone_A","0,4,7,10,14",3,F,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
G ninth,G9,ninth,Tone_G,"Tone_G, Tone_B, Tone_D, Tone_F, Tone_A","0,4,7,10,14",4,A,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
G eleventh,G11,eleventh,Tone_G,"Tone_G, Tone_B, Tone_D, Tone_F, Tone_A, Tone_C","0,4,7,10,14,17",root,G,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
G eleventh,G11,eleventh,Tone_G,"Tone_G, Tone_B, Tone_D, Tone_F, Tone_A, Tone_C","0,4,7,10,14,17",1,B,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
G eleventh,G11,eleventh,Tone_G,"Tone_G, Tone_B, Tone_D, Tone_F, Tone_A, Tone_C","0,4,7,10,14,17",2,D,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
G eleventh,G11,eleventh,Tone_G,"Tone_G, Tone_B, Tone_D, Tone_F, Tone_A, Tone_C","0,4,7,10,14,17",3,F,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
G eleventh,G11,eleventh,Tone_G,"Tone_G, Tone_B, Tone_D, Tone_F, Tone_A, Tone_C","0,4,7,10,14,17",4,A,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
G eleventh,G11,eleventh,Tone_G,"Tone_G, Tone_B, Tone_D, Tone_F, Tone_A, Tone_C","0,4,7,10,14,17",5,C,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
G thirteenth,G13,thirteenth,Tone_G,"Tone_G, Tone_B, Tone_D, Tone_F, Tone_A, Tone_C, Tone_E","0,4,7,10,14,17,21",root,G,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
G thirteenth,G13,thirteenth,Tone_G,"Tone_G, Tone_B, Tone_D, Tone_F, Tone_A, Tone_C, Tone_E","0,4,7,10,14,17,21",1,B,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
G thirteenth,G13,thirteenth,Tone_G,"Tone_G, Tone_B, Tone_D, Tone_F, Tone_A, Tone_C, Tone_E","0,4,7,10,14,17,21",2,D,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
G thirteenth,G13,thirteenth,Tone_G,"Tone_G, Tone_B, Tone_D, Tone_F, Tone_A, Tone_C, Tone_E","0,4,7,10,14,17,21",3,F,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
G thirteenth,G13,thirteenth,Tone_G,"Tone_G, Tone_B, Tone_D, Tone_F, Tone_A, Tone_C, Tone_E","0,4,7,10,14,17,21",4,A,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
G thirteenth,G13,thirteenth,Tone_G,"Tone_G, Tone_B, Tone_D, Tone_F, Tone_A, Tone_C, Tone_E","0,4,7,10,14,17,21",5,C,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
G thirteenth,G13,thirteenth,Tone_G,"Tone_G, Tone_B, Tone_D, Tone_F, Tone_A, Tone_C, Tone_E","0,4,7,10,14,17,21",6,E,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
