lower_note,upper_note,interval_name,semitones,frequency_ratio,cents,harmonic_series_position,consonance_level,interval_class,compound_interval,enharmonic_spellings,beat_frequency_hz_440,beat_frequency_hz_432,lower_freq_hz_440,upper_freq_hz_440,lower_freq_hz_432,upper_freq_hz_432,resolution_vectors,functional_tendencies,modern_applications,constructive_interference_ratio,destructive_interference_ratio,interference_pattern_type,phase_relationship_degrees,roughness_index
A#5/Bb5,C7,major ninth,14,9:4,1400,9th harmonic,mild dissonant,M9,compound,major second + octave,1160.67,1139.57,932.33,2093.0,915.3785454545460,2054.9454545454500,step_resolution_both_directions|leap_to_consonance|compound_spacing|register_displacement,passing_tone|suspension_resolution|extended_harmony,quartal_harmony|secunda_harmony|tone_cluster_component|jazz_extensions|contemporary_color,0.2899,0.1967,separate_tones,241.2,0.1
A#5/Bb5,D7,major tenth,16,5:2,1600,5th harmonic,consonant,M10,compound,major third + octave,1416.99,1391.23,932.33,2349.32,915.3785454545460,2306.605090909090,stable|expand_to_fifth|contract_to_unison|compound_spacing|register_displacement,dominant_chord_member|resolution_goal|extended_harmony,lydian_characteristic|maj7#11_color|bitonality_anchor|jazz_extensions|contemporary_color,0.1613,0.342,separate_tones,356.4,0.1
A#5/Bb5,E7,augmented eleventh,18,45:16,1800,none,dissonant,A11,compound,tritone + octave,1704.69,1673.7,932.33,2637.02,915.3785454545460,2589.074181818180,resolution_to_sixth|resolution_to_third|chromatic_slide|stable_in_symmetric_contexts|compound_spacing|register_displacement,dominant_seventh_tension|diminished_chord_core|extended_harmony,symmetric_scale_anchor|french_sixth_color|whole_tone_element|jazz_extensions|contemporary_color,0.1077,0.4531,separate_tones,248.4,0.1
A#5/Bb5,F7,perfect twelfth,19,3:1,1900,3rd harmonic,consonant,P12,compound,perfect fifth + octave,1861.5,1827.65,932.33,2793.83,915.3785454545460,2743.033090909090,stable|power_interval|open_voicing_foundation|compound_spacing|register_displacement,tonic_stability|dominant_generator|extended_harmony,quartal_extension|power_chord_core|modal_drone|jazz_extensions|contemporary_color,0.0912,0.4992,separate_tones,180.0,0.1
A#5/Bb5,G7,major thirteenth,21,5:3,2100,none,mild dissonant,M13,compound,major sixth + octave,2203.63,2163.56,932.33,3135.96,915.3785454545460,3078.9425454545500,expand_to_octave|contract_to_fifth|leading_tone_preparation|compound_spacing|register_displacement,submediant_function|deceptive_cadence|extended_harmony,lydian_extension|maj13_color|neapolitan_preparation|jazz_extensions|contemporary_color,0.0683,0.5769,separate_tones,226.8,0.1
A#5/Bb5,A7,major fourteenth,23,15:4,2300,15th harmonic,dissonant,M14,compound,major seventh + octave,2587.67,2540.62,932.33,3520.0,915.3785454545460,3456.0,resolution_up_to_octave|chromatic_approach|half_step_tension|compound_spacing|register_displacement,leading_tone_function|dominant_preparation|extended_harmony,maj7_chord_color|chromatic_harmony|impressionist_dissonance|jazz_extensions|contemporary_color,0.0533,0.6397,separate_tones,241.2,0.1
B5,C6,minor second,1,16:15,100,none,dissonant,m2,simple,minor second/augmented unison,58.73,57.66,987.77,1046.5,969.8105454545450,1027.4727272727300,up_half_step|down_half_step|chromatic_voice_exchange,leading_tone_resolution|neighbor_tone,cluster_harmony|semitone_displacement|chromatic_saturation,0.7607,0.0305,roughness,262.8,0.9127
B5,D6,minor third,3,6:5,300,none,consonant,m3,simple,minor third,186.89,183.49,987.77,1174.66,969.8105454545450,1153.3025454545500,stable|expand_to_fifth|contract_to_unison,tonic_triad_member|subdominant_approach,modal_color_tone|add9_chord_component|polychord_element,0.9026,0.0107,separate_tones,320.4,0.1
B5,E6,perfect fourth,5,4:3,500,4th harmonic,consonant,P4,simple,perfect fourth,330.74,324.73,987.77,1318.51,969.8105454545450,1294.537090909090,stable|suspension_down_to_third|quartal_voice_leading,suspension_preparation|plagal_motion,quartal_harmony_foundation|sus4_color|modal_frame,0.9852,0.0015,consonant_separate_tones,266.4,0.03
B5,F6,tritone,6,45:32,600,none,dissonant,TT,simple,augmented fourth/diminished fifth,409.14,401.7,987.77,1396.91,969.8105454545450,1371.5116363636400,resolution_to_sixth|resolution_to_third|chromatic_slide|stable_in_symmetric_contexts,dominant_seventh_tension|diminished_chord_core,symmetric_scale_anchor|french_sixth_color|whole_tone_element,0.5529,0.0748,separate_tones,50.4,0.1
B5,G6,minor sixth,8,8:5,800,none,mild dissonant,m6,simple,minor sixth/augmented fifth,580.21,569.66,987.77,1567.98,969.8105454545450,1539.4712727272700,expand_to_octave|contract_to_fifth|chromatic_approach_to_fifth,submediant_approach|deceptive_resolution,dorian_characteristic|add6_color|chromatic_mediant,0.5336,0.0804,separate_tones,75.6,0.1
B5,A6,minor seventh,10,16:9,1000,none,dissonant,m7,simple,minor seventh,772.23,758.19,987.77,1760.0,969.8105454545450,1728.0,resolution_down_to_sixth|resolution_up_to_octave|suspension_character,dominant_seventh_dissonance|modal_mixture,modal_frame|min7_chord_color|blues_harmony_foundation,0.3143,0.1791,separate_tones,82.8,0.1
B5,B6,perfect octave,12,2:1,1200,2nd harmonic,consonant,P8,simple,perfect octave,987.76,969.8,987.77,1975.53,969.8105454545450,1939.6112727272700,stable|register_doubling|harmonic_reinforcement,tonic_reinforcement|structural_support,octave_displacement|register_transfer|harmonic_series_anchor,0.9999,0.0,consonant_separate_tones,273.6,0.03
B5,C7,minor ninth,13,32:15,1300,none,dissonant,m9,compound,minor second + octave,1105.23,1085.13,987.77,2093.0,969.8105454545450,2054.9454545454500,up_half_step|down_half_step|chromatic_voice_exchange|compound_spacing|register_displacement,leading_tone_resolution|neighbor_tone|extended_harmony,cluster_harmony|semitone_displacement|chromatic_saturation|jazz_extensions|contemporary_color,0.4568,0.1063,separate_tones,82.8,0.1
B5,D7,minor tenth,15,12:5,1500,none,consonant,m10,compound,minor third + octave,1361.55,1336.79,987.77,2349.32,969.8105454545450,2306.605090909090,stable|expand_to_fifth|contract_to_unison|compound_spacing|register_displacement,tonic_triad_member|subdominant_approach|extended_harmony,modal_color_tone|add9_chord_component|polychord_element|jazz_extensions|contemporary_color,0.209,0.2745,separate_tones,198.0,0.1
B5,E7,perfect eleventh,17,8:3,1700,4th harmonic,consonant,P11,compound,perfect fourth + octave,1649.25,1619.26,987.77,2637.02,969.8105454545450,2589.074181818180,stable|suspension_down_to_third|quartal_voice_leading|compound_spacing|register_displacement,suspension_preparation|plagal_motion|extended_harmony,quartal_harmony_foundation|sus4_color|modal_frame|jazz_extensions|contemporary_color,0.1299,0.4011,separate_tones,90.0,0.1
B5,F7,augmented eleventh,18,45:16,1800,none,dissonant,A11,compound,tritone + octave,1806.06,1773.22,987.77,2793.83,969.8105454545450,2743.033090909090,resolution_to_sixth|resolution_to_third|chromatic_slide|stable_in_symmetric_contexts|compound_spacing|register_displacement,dominant_seventh_tension|diminished_chord_core|extended_harmony,symmetric_scale_anchor|french_sixth_color|whole_tone_element|jazz_extensions|contemporary_color,0.1077,0.4531,separate_tones,21.6,0.1
B5,G7,minor thirteenth,20,8:5,2000,none,mild dissonant,m13,compound,minor sixth + octave,2148.19,2109.13,987.77,3135.96,969.8105454545450,3078.9425454545500,expand_to_octave|contract_to_fifth|chromatic_approach_to_fifth|compound_spacing|register_displacement,submediant_approach|deceptive_resolution|extended_harmony,dorian_characteristic|add6_color|chromatic_mediant|jazz_extensions|contemporary_color,0.0784,0.5402,separate_tones,68.4,0.1
B5,A7,minor fourteenth,22,16:9,2200,none,dissonant,m14,compound,minor seventh + octave,2532.23,2486.19,987.77,3520.0,969.8105454545450,3456.0,resolution_down_to_sixth|resolution_up_to_octave|suspension_character|compound_spacing|register_displacement,dominant_seventh_dissonance|modal_mixture|extended_harmony,modal_frame|min7_chord_color|blues_harmony_foundation|jazz_extensions|contemporary_color,0.0601,0.6099,separate_tones,82.8,0.1
B5,B7,perfect fifteenth,24,4:1,2400,2nd harmonic,consonant,P15,compound,double octave,2963.3,2909.42,987.77,3951.07,969.8105454545450,3879.232363636360,stable|register_doubling|harmonic_reinforcement|compound_spacing|register_displacement,tonic_reinforcement|structural_support|extended_harmony,octave_displacement|register_transfer|harmonic_series_anchor|jazz_extensions|contemporary_color,0.0476,0.6667,separate_tones,108.0,0.1
C6,D6,major second,2,9:8,200,9th harmonic,mild dissonant,M2,simple,major second,128.16,125.83,1046.5,1174.66,1027.4727272727300,1153.3025454545500,step_resolution_both_directions|leap_to_consonance,passing_tone|suspension_resolution,quartal_harmony|secunda_harmony|tone_cluster_component,0.9753,0.0025,separate_tones,57.6,0.2184
C6,E6,major third,4,5:4,400,5th harmonic,consonant,M3,simple,major third/diminished fourth,272.01,267.06,1046.5,1318.51,1027.4727272727300,1294.537090909090,stable|expand_to_fifth|contract_to_unison,dominant_chord_member|resolution_goal,lydian_characteristic|maj7#11_color|bitonality_anchor,0.9097,0.0098,consonant_separate_tones,3.6,0.03
C6,F6,perfect fourth,5,4:3,500,4th harmonic,consonant,P4,simple,perfect fourth,350.41,344.04,1046.5,1396.91,1027.4727272727300,1371.5116363636400,stable|suspension_down_to_third|quartal_voice_leading,suspension_preparation|plagal_motion,quartal_harmony_foundation|sus4_color|modal_frame,0.9852,0.0015,consonant_separate_tones,147.6,0.03
C6,G6,perfect fifth,7,3:2,700,3rd harmonic,consonant,P5,simple,perfect fifth,521.48,512.0,1046.5,1567.98,1027.4727272727300,1539.4712727272700,stable|power_interval|open_voicing_foundation,tonic_stability|dominant_generator,quartal_extension|power_chord_core|modal_drone,0.9834,0.0017,consonant_separate_tones,172.8,0.03
C6,A6,major sixth,9,5:3,900,none,mild dissonant,M6,simple,major sixth,713.5,700.53,1046.5,1760.0,1027.4727272727300,1728.0,expand_to_octave|contract_to_fifth|leading_tone_preparation,submediant_function|deceptive_cadence,lydian_extension|maj13_color|neapolitan_preparation,0.3549,0.1538,separate_tones,180.0,0.1
C6,B6,major seventh,11,15:8,1100,15th harmonic,dissonant,M7,simple,major seventh/diminished octave,929.03,912.14,1046.5,1975.53,1027.4727272727300,1939.6112727272700,resolution_up_to_octave|chromatic_approach|half_step_tension,leading_tone_function|dominant_preparation,maj7_chord_color|chromatic_harmony|impressionist_dissonance,0.4711,0.1009,separate_tones,10.8,0.1
C6,C7,perfect octave,12,2:1,1200,2nd harmonic,consonant,P8,simple,perfect octave,1046.5,1027.47,1046.5,2093.0,1027.4727272727300,2054.9454545454500,stable|register_doubling|harmonic_reinforcement,tonic_reinforcement|structural_support,octave_displacement|register_transfer|harmonic_series_anchor,1.0,0.0,consonant_separate_tones,180.0,0.03
C6,D7,major ninth,14,9:4,1400,9th harmonic,mild dissonant,M9,compound,major second + octave,1302.82,1279.13,1046.5,2349.32,1027.4727272727300,2306.605090909090,step_resolution_both_directions|leap_to_consonance|compound_spacing|register_displacement,passing_tone|suspension_resolution|extended_harmony,quartal_harmony|secunda_harmony|tone_cluster_component|jazz_extensions|contemporary_color,0.2899,0.1967,separate_tones,295.2,0.1
C6,E7,major tenth,16,5:2,1600,5th harmonic,consonant,M10,compound,major third + octave,1590.52,1561.6,1046.5,2637.02,1027.4727272727300,2589.074181818180,stable|expand_to_fifth|contract_to_unison|compound_spacing|register_displacement,dominant_chord_member|resolution_goal|extended_harmony,lydian_characteristic|maj7#11_color|bitonality_anchor|jazz_extensions|contemporary_color,0.1613,0.342,separate_tones,187.2,0.1
C6,F7,perfect eleventh,17,8:3,1700,4th harmonic,consonant,P11,compound,perfect fourth + octave,1747.33,1715.56,1046.5,2793.83,1027.4727272727300,2743.033090909090,stable|suspension_down_to_third|quartal_voice_leading|compound_spacing|register_displacement,suspension_preparation|plagal_motion|extended_harmony,quartal_harmony_foundation|sus4_color|modal_frame|jazz_extensions|contemporary_color,0.1299,0.4011,separate_tones,118.8,0.1
C6,G7,perfect twelfth,19,3:1,1900,3rd harmonic,consonant,P12,compound,perfect fifth + octave,2089.46,2051.47,1046.5,3135.96,1027.4727272727300,3078.9425454545500,stable|power_interval|open_voicing_foundation|compound_spacing|register_displacement,tonic_stability|dominant_generator|extended_harmony,quartal_extension|power_chord_core|modal_drone|jazz_extensions|contemporary_color,0.0912,0.4992,separate_tones,165.6,0.1
C6,A7,major thirteenth,21,5:3,2100,none,mild dissonant,M13,compound,major sixth + octave,2473.5,2428.53,1046.5,3520.0,1027.4727272727300,3456.0,expand_to_octave|contract_to_fifth|leading_tone_preparation|compound_spacing|register_displacement,submediant_function|deceptive_cadence|extended_harmony,lydian_extension|maj13_color|neapolitan_preparation|jazz_extensions|contemporary_color,0.0683,0.5769,separate_tones,180.0,0.1
C6,B7,major fourteenth,23,15:4,2300,15th harmonic,dissonant,M14,compound,major seventh + octave,2904.57,2851.76,1046.5,3951.07,1027.4727272727300,3879.232363636360,resolution_up_to_octave|chromatic_approach|half_step_tension|compound_spacing|register_displacement,leading_tone_function|dominant_preparation|extended_harmony,maj7_chord_color|chromatic_harmony|impressionist_dissonance|jazz_extensions|contemporary_color,0.0533,0.6397,separate_tones,205.2,0.1
C6,C8,perfect fifteenth,24,4:1,2400,2nd harmonic,consonant,P15,compound,double octave,3139.51,3082.43,1046.5,4186.01,1027.4727272727300,4109.900727272730,stable|register_doubling|harmonic_reinforcement|compound_spacing|register_displacement,tonic_reinforcement|structural_support|extended_harmony,octave_displacement|register_transfer|harmonic_series_anchor|jazz_extensions|contemporary_color,0.0476,0.6667,separate_tones,183.6,0.1
C#6/Db6,D6,minor second,1,16:15,100,none,dissonant,m2,simple,minor second/augmented unison,65.93,64.73,1108.73,1174.66,1088.5712727272700,1153.3025454545500,up_half_step|down_half_step|chromatic_voice_exchange,leading_tone_resolution|neighbor_tone,cluster_harmony|semitone_displacement|chromatic_saturation,0.7608,0.0305,roughness,334.8,0.8407
C#6/Db6,E6,minor third,3,6:5,300,none,consonant,m3,simple,minor third,209.78,205.97,1108.73,1318.51,1088.5712727272700,1294.537090909090,stable|expand_to_fifth|contract_to_unison,tonic_triad_member|subdominant_approach,modal_color_tone|add9_chord_component|polychord_element,0.9026,0.0107,separate_tones,280.8,0.1
C#6/Db6,F6,major third,4,5:4,400,5th harmonic,consonant,M3,simple,major third/diminished fourth,288.18,282.94,1108.73,1396.91,1088.5712727272700,1371.5116363636400,stable|expand_to_fifth|contract_to_unison,dominant_chord_member|resolution_goal,lydian_characteristic|maj7#11_color|bitonality_anchor,0.9098,0.0098,consonant_separate_tones,64.8,0.03
C#6/Db6,G6,tritone,6,45:32,600,none,dissonant,TT,simple,augmented fourth/diminished fifth,459.25,450.9,1108.73,1567.98,1088.5712727272700,1539.4712727272700,resolution_to_sixth|resolution_to_third|chromatic_slide|stable_in_symmetric_contexts,dominant_seventh_tension|diminished_chord_core,symmetric_scale_anchor|french_sixth_color|whole_tone_element,0.5529,0.0748,separate_tones,90.0,0.1
C#6/Db6,A6,minor sixth,8,8:5,800,none,mild dissonant,m6,simple,minor sixth/augmented fifth,651.27,639.43,1108.73,1760.0,1088.5712727272700,1728.0,expand_to_octave|contract_to_fifth|chromatic_approach_to_fifth,submediant_approach|deceptive_resolution,dorian_characteristic|add6_color|chromatic_mediant,0.5336,0.0804,separate_tones,97.2,0.1
C#6/Db6,B6,minor seventh,10,16:9,1000,none,dissonant,m7,simple,minor seventh,866.8,851.04,1108.73,1975.53,1088.5712727272700,1939.6112727272700,resolution_down_to_sixth|resolution_up_to_octave|suspension_character,dominant_seventh_dissonance|modal_mixture,modal_frame|min7_chord_color|blues_harmony_foundation,0.3143,0.1791,separate_tones,288.0,0.1
C#6/Db6,C7,major seventh,11,15:8,1100,15th harmonic,dissonant,M7,simple,major seventh/diminished octave,984.27,966.37,1108.73,2093.0,1088.5712727272700,2054.9454545454500,resolution_up_to_octave|chromatic_approach|half_step_tension,leading_tone_function|dominant_preparation,maj7_chord_color|chromatic_harmony|impressionist_dissonance,0.4711,0.1009,separate_tones,97.2,0.1
C#6/Db6,D7,minor ninth,13,32:15,1300,none,dissonant,m9,compound,minor second + octave,1240.59,1218.03,1108.73,2349.32,1088.5712727272700,2306.605090909090,up_half_step|down_half_step|chromatic_voice_exchange|compound_spacing|register_displacement,leading_tone_resolution|neighbor_tone|extended_harmony,cluster_harmony|semitone_displacement|chromatic_saturation|jazz_extensions|contemporary_color,0.4568,0.1063,separate_tones,212.4,0.1
C#6/Db6,E7,minor tenth,15,12:5,1500,none,consonant,m10,compound,minor third + octave,1528.29,1500.5,1108.73,2637.02,1088.5712727272700,2589.074181818180,stable|expand_to_fifth|contract_to_unison|compound_spacing|register_displacement,tonic_triad_member|subdominant_approach|extended_harmony,modal_color_tone|add9_chord_component|polychord_element|jazz_extensions|contemporary_color,0.209,0.2745,separate_tones,104.4,0.1
C#6/Db6,F7,major tenth,16,5:2,1600,5th harmonic,consonant,M10,compound,major third + octave,1685.1,1654.46,1108.73,2793.83,1088.5712727272700,2743.033090909090,stable|expand_to_fifth|contract_to_unison|compound_spacing|register_displacement,dominant_chord_member|resolution_goal|extended_harmony,lydian_characteristic|maj7#11_color|bitonality_anchor|jazz_extensions|contemporary_color,0.1613,0.342,separate_tones,36.0,0.1
C#6/Db6,G7,augmented eleventh,18,45:16,1800,none,dissonant,A11,compound,tritone + octave,2027.23,1990.37,1108.73,3135.96,1088.5712727272700,3078.9425454545500,resolution_to_sixth|resolution_to_third|chromatic_slide|stable_in_symmetric_contexts|compound_spacing|register_displacement,dominant_seventh_tension|diminished_chord_core|extended_harmony,symmetric_scale_anchor|french_sixth_color|whole_tone_element|jazz_extensions|contemporary_color,0.1077,0.4531,separate_tones,82.8,0.1
C#6/Db6,A7,minor thirteenth,20,8:5,2000,none,mild dissonant,m13,compound,minor sixth + octave,2411.27,2367.43,1108.73,3520.0,1088.5712727272700,3456.0,expand_to_octave|contract_to_fifth|chromatic_approach_to_fifth|compound_spacing|register_displacement,submediant_approach|deceptive_resolution|extended_harmony,dorian_characteristic|add6_color|chromatic_mediant|jazz_extensions|contemporary_color,0.0784,0.5402,separate_tones,97.2,0.1
C#6/Db6,B7,minor fourteenth,22,16:9,2200,none,dissonant,m14,compound,minor seventh + octave,2842.34,2790.66,1108.73,3951.07,1088.5712727272700,3879.232363636360,resolution_down_to_sixth|resolution_up_to_octave|suspension_character|compound_spacing|register_displacement,dominant_seventh_dissonance|modal_mixture|extended_harmony,modal_frame|min7_chord_color|blues_harmony_foundation|jazz_extensions|contemporary_color,0.0601,0.6099,separate_tones,122.4,0.1
C#6/Db6,C8,major fourteenth,23,15:4,2300,15th harmonic,dissonant,M14,compound,major seventh + octave,3077.28,3021.33,1108.73,4186.01,1088.5712727272700,4109.900727272730,resolution_up_to_octave|chromatic_approach|half_step_tension|compound_spacing|register_displacement,leading_tone_function|dominant_preparation|extended_harmony,maj7_chord_color|chromatic_harmony|impressionist_dissonance|jazz_extensions|contemporary_color,0.0533,0.6397,separate_tones,100.8,0.1
D6,E6,major second,2,9:8,200,9th harmonic,mild dissonant,M2,simple,major second,143.85,141.23,1174.66,1318.51,1153.3025454545500,1294.537090909090,step_resolution_both_directions|leap_to_consonance,passing_tone|suspension_resolution,quartal_harmony|secunda_harmony|tone_cluster_component,0.9752,0.0025,separate_tones,306.0,0.1
D6,F6,minor third,3,6:5,300,none,consonant,m3,simple,minor third,222.25,218.21,1174.66,1396.91,1153.3025454545500,1371.5116363636400,stable|expand_to_fifth|contract_to_unison,tonic_triad_member|subdominant_approach,modal_color_tone|add9_chord_component|polychord_element,0.9026,0.0107,separate_tones,90.0,0.1
D6,G6,perfect fourth,5,4:3,500,4th harmonic,consonant,P4,simple,perfect fourth,393.32,386.17,1174.66,1567.98,1153.3025454545500,1539.4712727272700,stable|suspension_down_to_third|quartal_voice_leading,suspension_preparation|plagal_motion,quartal_harmony_foundation|sus4_color|modal_frame,0.9852,0.0015,consonant_separate_tones,115.2,0.03
D6,A6,perfect fifth,7,3:2,700,3rd harmonic,consonant,P5,simple,perfect fifth,585.34,574.7,1174.66,1760.0,1153.3025454545500,1728.0,stable|power_interval|open_voicing_foundation,tonic_stability|dominant_generator,quartal_extension|power_chord_core|modal_drone,0.9833,0.0017,consonant_separate_tones,122.4,0.03
D6,B6,major sixth,9,5:3,900,none,mild dissonant,M6,simple,major sixth,800.87,786.31,1174.66,1975.53,1153.3025454545500,1939.6112727272700,expand_to_octave|contract_to_fifth|leading_tone_preparation,submediant_function|deceptive_cadence,lydian_extension|maj13_color|neapolitan_preparation,0.3549,0.1538,separate_tones,313.2,0.1
D6,C7,minor seventh,10,16:9,1000,none,dissonant,m7,simple,minor seventh,918.34,901.64,1174.66,2093.0,1153.3025454545500,2054.9454545454500,resolution_down_to_sixth|resolution_up_to_octave|suspension_character,dominant_seventh_dissonance|modal_mixture,modal_frame|min7_chord_color|blues_harmony_foundation,0.3143,0.1791,separate_tones,122.4,0.1
D6,D7,perfect octave,12,2:1,1200,2nd harmonic,consonant,P8,simple,perfect octave,1174.66,1153.3,1174.66,2349.32,1153.3025454545500,2306.605090909090,stable|register_doubling|harmonic_reinforcement,tonic_reinforcement|structural_support,octave_displacement|register_transfer|harmonic_series_anchor,1.0,0.0,consonant_separate_tones,237.6,0.03
D6,E7,major ninth,14,9:4,1400,9th harmonic,mild dissonant,M9,compound,major second + octave,1462.36,1435.77,1174.66,2637.02,1153.3025454545500,2589.074181818180,step_resolution_both_directions|leap_to_consonance|compound_spacing|register_displacement,passing_tone|suspension_resolution|extended_harmony,quartal_harmony|secunda_harmony|tone_cluster_component|jazz_extensions|contemporary_color,0.2899,0.1967,separate_tones,129.6,0.1
D6,F7,minor tenth,15,12:5,1500,none,consonant,m10,compound,minor third + octave,1619.17,1589.73,1174.66,2793.83,1153.3025454545500,2743.033090909090,stable|expand_to_fifth|contract_to_unison|compound_spacing|register_displacement,tonic_triad_member|subdominant_approach|extended_harmony,modal_color_tone|add9_chord_component|polychord_element|jazz_extensions|contemporary_color,0.209,0.2745,separate_tones,61.2,0.1
D6,G7,perfect eleventh,17,8:3,1700,4th harmonic,consonant,P11,compound,perfect fourth + octave,1961.3,1925.64,1174.66,3135.96,1153.3025454545500,3078.9425454545500,stable|suspension_down_to_third|quartal_voice_leading|compound_spacing|register_displacement,suspension_preparation|plagal_motion|extended_harmony,quartal_harmony_foundation|sus4_color|modal_frame|jazz_extensions|contemporary_color,0.1299,0.4011,separate_tones,108.0,0.1
D6,A7,perfect twelfth,19,3:1,1900,3rd harmonic,consonant,P12,compound,perfect fifth + octave,2345.34,2302.7,1174.66,3520.0,1153.3025454545500,3456.0,stable|power_interval|open_voicing_foundation|compound_spacing|register_displacement,tonic_stability|dominant_generator|extended_harmony,quartal_extension|power_chord_core|modal_drone|jazz_extensions|contemporary_color,0.0912,0.4992,separate_tones,122.4,0.1
D6,B7,major thirteenth,21,5:3,2100,none,mild dissonant,M13,compound,major sixth + octave,2776.41,2725.93,1174.66,3951.07,1153.3025454545500,3879.232363636360,expand_to_octave|contract_to_fifth|leading_tone_preparation|compound_spacing|register_displacement,submediant_function|deceptive_cadence|extended_harmony,lydian_extension|maj13_color|neapolitan_preparation|jazz_extensions|contemporary_color,0.0683,0.5769,separate_tones,147.6,0.1
D6,C8,minor fourteenth,22,16:9,2200,none,dissonant,m14,compound,minor seventh + octave,3011.35,2956.6,1174.66,4186.01,1153.3025454545500,4109.900727272730,resolution_down_to_sixth|resolution_up_to_octave|suspension_character|compound_spacing|register_displacement,dominant_seventh_dissonance|modal_mixture|extended_harmony,modal_frame|min7_chord_color|blues_harmony_foundation|jazz_extensions|contemporary_color,0.0601,0.6099,separate_tones,126.0,0.1
D#6/Eb6,E6,minor second,1,16:15,100,none,dissonant,m2,simple,minor second/augmented unison,74.0,72.65,1244.51,1318.51,1221.8825454545500,1294.537090909090,up_half_step|down_half_step|chromatic_voice_exchange,leading_tone_resolution|neighbor_tone,cluster_harmony|semitone_displacement|chromatic_saturation,0.7608,0.0305,roughness,0.0,0.76
D#6/Eb6,F6,major second,2,9:8,200,9th harmonic,mild dissonant,M2,simple,major second,152.4,149.63,1244.51,1396.91,1221.8825454545500,1371.5116363636400,step_resolution_both_directions|leap_to_consonance,passing_tone|suspension_resolution,quartal_harmony|secunda_harmony|tone_cluster_component,0.9752,0.0025,separate_tones,144.0,0.1
D#6/Eb6,G6,major third,4,5:4,400,5th harmonic,consonant,M3,simple,major third/diminished fourth,323.47,317.59,1244.51,1567.98,1221.8825454545500,1539.4712727272700,stable|expand_to_fifth|contract_to_unison,dominant_chord_member|resolution_goal,lydian_characteristic|maj7#11_color|bitonality_anchor,0.9098,0.0098,consonant_separate_tones,169.2,0.03
D#6/Eb6,A6,tritone,6,45:32,600,none,dissonant,TT,simple,augmented fourth/diminished fifth,515.49,506.12,1244.51,1760.0,1221.8825454545500,1728.0,resolution_to_sixth|resolution_to_third|chromatic_slide|stable_in_symmetric_contexts,dominant_seventh_tension|diminished_chord_core,symmetric_scale_anchor|french_sixth_color|whole_tone_element,0.5529,0.0748,separate_tones,176.4,0.1
D#6/Eb6,B6,minor sixth,8,8:5,800,none,mild dissonant,m6,simple,minor sixth/augmented fifth,731.02,717.73,1244.51,1975.53,1221.8825454545500,1939.6112727272700,expand_to_octave|contract_to_fifth|chromatic_approach_to_fifth,submediant_approach|deceptive_resolution,dorian_characteristic|add6_color|chromatic_mediant,0.5336,0.0804,separate_tones,7.2,0.1
D#6/Eb6,C7,major sixth,9,5:3,900,none,mild dissonant,M6,simple,major sixth,848.49,833.06,1244.51,2093.0,1221.8825454545500,2054.9454545454500,expand_to_octave|contract_to_fifth|leading_tone_preparation,submediant_function|deceptive_cadence,lydian_extension|maj13_color|neapolitan_preparation,0.3549,0.1538,separate_tones,176.4,0.1
D#6/Eb6,D7,major seventh,11,15:8,1100,15th harmonic,dissonant,M7,simple,major seventh/diminished octave,1104.81,1084.72,1244.51,2349.32,1221.8825454545500,2306.605090909090,resolution_up_to_octave|chromatic_approach|half_step_tension,leading_tone_function|dominant_preparation,maj7_chord_color|chromatic_harmony|impressionist_dissonance,0.4711,0.1009,separate_tones,291.6,0.1
D#6/Eb6,E7,minor ninth,13,32:15,1300,none,dissonant,m9,compound,minor second + octave,1392.51,1367.19,1244.51,2637.02,1221.8825454545500,2589.074181818180,up_half_step|down_half_step|chromatic_voice_exchange|compound_spacing|register_displacement,leading_tone_resolution|neighbor_tone|extended_harmony,cluster_harmony|semitone_displacement|chromatic_saturation|jazz_extensions|contemporary_color,0.4568,0.1063,separate_tones,183.6,0.1
D#6/Eb6,F7,major ninth,14,9:4,1400,9th harmonic,mild dissonant,M9,compound,major second + octave,1549.32,1521.15,1244.51,2793.83,1221.8825454545500,2743.033090909090,step_resolution_both_directions|leap_to_consonance|compound_spacing|register_displacement,passing_tone|suspension_resolution|extended_harmony,quartal_harmony|secunda_harmony|tone_cluster_component|jazz_extensions|contemporary_color,0.2899,0.1967,separate_tones,115.2,0.1
D#6/Eb6,G7,major tenth,16,5:2,1600,5th harmonic,consonant,M10,compound,major third + octave,1891.45,1857.06,1244.51,3135.96,1221.8825454545500,3078.9425454545500,stable|expand_to_fifth|contract_to_unison|compound_spacing|register_displacement,dominant_chord_member|resolution_goal|extended_harmony,lydian_characteristic|maj7#11_color|bitonality_anchor|jazz_extensions|contemporary_color,0.1613,0.342,separate_tones,162.0,0.1
D#6/Eb6,A7,augmented eleventh,18,45:16,1800,none,dissonant,A11,compound,tritone + octave,2275.49,2234.12,1244.51,3520.0,1221.8825454545500,3456.0,resolution_to_sixth|resolution_to_third|chromatic_slide|stable_in_symmetric_contexts|compound_spacing|register_displacement,dominant_seventh_tension|diminished_chord_core|extended_harmony,symmetric_scale_anchor|french_sixth_color|whole_tone_element|jazz_extensions|contemporary_color,0.1077,0.4531,separate_tones,176.4,0.1
